Country: USA,,,,,,,,,
Variable: Firmdeath_Emp,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,
 *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
m) ALL,"3,313","1,454","1,500","1,026",824,551,.,"1,634",.
,           2002,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,,.,
b) 1,627,213,204,265,.,.,.,.,.
c) 2,449,186,D,D,.,.,.,.,
d) 3,258,106,D,D,.,.,.,.,.
e) 4,220,157,D,D,D,D,.,.,
f) 5,182,145,D,D,.,.,.,.,
g) 6 to 10,595,225,453,227,.,.,.,.,.
h) 11 to 15,321,165,284,D,D,.,.,.,.
i) 16 to 20,237,107,D,D,.,.,.,.,.
j) 21 to 25,116,91,77,D,D,.,.,.,.
k) 26+,,,,,,,,,
l) Left Censored,218,165,110,D,.,D,.,.,.
m) ALL,"3,223","1,560","1,686","1,364",454,626,.,.,.
,           2003,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,,
b) 1,787,287,285,485,D,D,.,,.
c) 2,381,236,173,D,.,D,.,.,.
d) 3,270,106,113,.,D,.,D,.,
e) 4,180,113,D,D,.,D,.,.,.
f) 5,189,79,D,.,.,.,D,,.
g) 6 to 10,601,215,398,D,.,D,.,.,.
h) 11 to 15,251,133,179,D,D,.,.,.,
i) 16 to 20,177,137,194,D,D,.,.,.,.
j) 21 to 25,113,115,D,D,.,.,.,.,.
k) 26+,16,.,.,.,.,.,.,,.
l) Left Censored,213,92,D,D,.,.,.,.,.
m) ALL,"3,178","1,513","1,600","1,315",689,"1,695","1,078",.,.
,           2004,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,,,
b) 1,D,314,281,251,D,D,.,.,
c) 2,363,235,245,342,D,D,.,,.
d) 3,297,255,D,D,.,.,.,.,.
e) 4,299,105,D,D,.,.,.,.,
f) 5,131,49,D,D,.,.,.,.,.
g) 6 to 10,597,199,218,D,D,.,.,.,.
h) 11 to 15,392,132,67,236,.,.,.,.,
i) 16 to 20,226,113,188,D,D,.,.,.,.
j) 21 to 25,168,90,D,D,D,.,.,.,.
k) 26+,D,.,D,.,.,.,.,.,.
l) Left Censored,201,56,74,D,.,D,.,.,.
m) ALL,"3,455","1,548","1,391","1,526",755,875,.,.,.
,           2005,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,.,
b) 1,724,321,238,D,D,D,.,.,
c) 2,397,D,101,223,.,D,.,.,
d) 3,372,222,87,D,D,.,.,,.
e) 4,164,140,D,.,.,D,.,.,.
f) 5,232,84,D,D,.,.,.,.,
g) 6 to 10,550,343,227,D,D,.,.,.,.
h) 11 to 15,342,140,180,279,D,D,D,.,.
i) 16 to 20,194,145,D,D,.,.,.,.,.
j) 21 to 25,120,D,D,.,.,.,.,.,.
k) 26+,56,D,D,D,.,.,.,.,.
l) Left Censored,172,60,D,D,371,D,.,D,.
m) ALL,"3,323","1,793","1,143","1,186","1,071","1,212",805,"1,386",.
,           2006,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,,
b) 1,758,D,355,370,D,.,.,.,.
c) 2,490,165,166,D,D,.,.,.,.
d) 3,351,144,151,229,.,.,.,.,
e) 4,239,65,100,.,.,.,.,,.
f) 5,197,76,D,166,D,.,.,.,.
g) 6 to 10,493,305,286,D,.,.,D,.,.
h) 11 to 15,283,183,243,D,D,.,.,.,.
i) 16 to 20,174,D,170,D,.,.,.,.,.
j) 21 to 25,112,87,88,D,.,D,.,.,.
k) 26+,101,42,D,.,D,.,.,.,.
l) Left Censored,131,63,D,211,D,D,.,.,.
m) ALL,"3,329","1,406","1,680","1,883","1,021",661,533,.,.
,           2007,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,,
b) 1,781,199,233,221,D,D,.,.,
c) 2,533,200,D,387,.,D,.,.,.
d) 3,318,178,132,D,.,D,.,,.
e) 4,245,158,86,D,D,.,.,.,
f) 5,225,184,109,D,.,D,.,.,
g) 6 to 10,592,444,487,D,D,D,D,.,.
h) 11 to 15,330,258,D,D,.,.,.,.,.
i) 16 to 20,229,128,D,.,D,.,.,.,.
j) 21 to 25,135,101,161,D,D,.,D,.,.
k) 26+,67,60,D,D,.,.,.,.,.
l) Left Censored,206,63,D,D,.,.,.,.,.
m) ALL,"3,661","1,973","1,753","1,315",824,"2,205","1,312",.,.
,           2008,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,,
b) 1,716,D,290,790,551,D,.,.,
c) 2,454,284,164,D,D,.,.,.,
d) 3,391,176,D,D,.,.,.,.,.
e) 4,277,149,89,D,D,.,.,,.
f) 5,279,105,D,D,.,.,.,.,.
g) 6 to 10,740,397,513,D,D,.,.,.,.
h) 11 to 15,402,273,189,D,D,D,.,.,.
i) 16 to 20,271,73,D,D,.,.,.,.,
j) 21 to 25,163,D,D,.,.,.,.,.,.
k) 26+,123,98,93,D,D,.,.,.,.
l) Left Censored,114,D,180,D,.,.,.,.,.
m) ALL,"3,930","2,055","1,879","1,993","1,167",693,.,.,.
,           2009,Estab Size,,,,,,,
Estab Age,a) 1 to 4,b) 5 to 9,c) 10 to 19,d) 20 to 49,e) 50 to 99,f) 100 to 249,g) 250 to 499,h) 500 to 999,i) 1000+
a) 0,.,.,.,.,.,.,.,,
b) 1,718,274,281,383,.,.,.,.,
c) 2,563,283,166,126,.,.,,.,.
d) 3,355,D,130,D,D,.,.,.,
e) 4,301,132,D,D,.,.,.,.,.
f) 5,247,94,D,.,D,.,.,,.
